0,0,0,0,1361,62,3469,482,6,19,7,8,539,138,15,3.7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1383,1,113,2189,-1
1,0,1,0,223,17,957,66,6,13,6,28,882,71,13,4.4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,218,5,29,327,-1
2,0,2,0,423,14,2167,108,7,18,7,87,2745,133,18,7.6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,414,4,27,377,-1
3,0,3,0,302,9,1747,119,6,13,6,29,1838,201,13,5.6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,301,5,21,393,-1
4,0,4,0,296,14,2021,25,6,13,6,1,1848,18,13,5.6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,301,7,19,401,-1
5,0,5,0,288,8,1867,42,6,13,6,25,3119,6,13,5.3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,298,0,13,402,-1
6,0,6,0,484,14,2350,133,6,15,6,17,3546,203,15,8.6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,488,2,17,372,-1
7,0,7,0,144,10,450,40,6,17,6,10,330,24,17,2.9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,13,324,-1
8,0,8,0,107,9,167,42,6,10,6,1,142,33,10,2.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,127,0,10,291,-1
9,0,9,0,113,9,254,43,6,11,6,7,413,25,11,2.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123,0,18,305,-1
10,0,10,0,113,12,393,30,6,12,6,23,298,30,12,2.4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119,0,16,316,-1
11,0,11,0,124,13,378,38,6,14,6,14,490,39,14,2.7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142,0,12,307,-1
12,0,12,0,111,8,216,43,6,13,6,12,166,46,13,2.3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,122,0,8,280,-1
13,0,13,0,156,5,330,16,6,9,6,20,266,3,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,11,283,-1
14,0,14,0,203,15,490,46,6,16,6,9,766,22,16,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208,3,16,303,-1
15,0,15,0,127,13,317,46,6,14,6,28,349,38,14,2.7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,140,2,11,299,-1
16,0,16,0,100,13,394,128,6,12,6,16,729,105,12,2.2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0,21,342,-1
17,0,17,0,90,8,343,17,6,13,6,50,370,10,13,1.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91,0,20,322,-1
18,0,18,0,79,8,159,13,6,10,6,0,181,4,10,1.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97,1,5,292,-1
19,0,19,0,94,9,135,26,7,18,7,2,271,11,18,200,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,0,14,285,-1
20,0,20,0,81,10,205,44,6,11,6,1,378,18,11,1.8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,0,12,288,-1
21,0,21,0,81,9,168,95,6,11,6,1,162,123,11,1.7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,0,14,306,-1
22,0,22,0,161,9,367,27,6,14,6,7,145,12,14,3.3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,171,0,21,312,-1
23,0,23,0,87,6,185,23,5,9,5,3,184,3,9,1.9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97,0,16,291,-1
24,0,24,0,278,12,1862,40,6,17,7,28,1034,51,17,5.1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,23,396,-1
25,0,25,0,348,15,2697,48,6,15,7,133,3894,24,15,6.4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,352,0,21,453,-1
26,0,26,0,165,11,1213,32,6,16,6,20,1563,20,16,3.4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,0,10,411,-1
27,0,27,0,95,6,306,21,6,10,6,10,391,0,10,2.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115,0,9,308,-1
28,0,28,0,72,5,224,14,5,10,5,3,169,0,10,1.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,0,12,318,-1
29,0,29,0,100,15,195,48,6,13,6,14,198,22,13,2.4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115,0,18,297,-1
30,0,30,0,104,10,152,34,6,16,6,2,159,9,16,2.2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,0,8,288,-1
